,state,action,target
0,0.0,0.4154143441938092,0.4154143441938092
1,0.4154143441938092,-0.522212494045442,-0.10679814985163283
2,-0.10679814985163283,0.020272129924077786,-0.08652601992755504
3,-0.08652601992755504,-0.7560855090883285,-0.8426115290158835
4,-0.8426115290158835,0.7502151783011803,-0.0923963507147032
5,-0.0923963507147032,0.517743879428926,0.42534752871422277
6,0.42534752871422277,0.2610191259108634,0.6863666546250862
7,0.6863666546250862,-0.4284569311347506,0.2579097234903356
8,0.2579097234903356,0.3605034287973694,0.618413152287705
9,0.618413152287705,-0.3434199436651213,0.2749932086225837
10,0.2749932086225837,0.20441258077861368,0.4794057894011974
11,0.4794057894011974,-0.7291991144701679,-0.24979332506897056
12,-0.24979332506897056,0.564775580379959,0.31498225531098845
13,0.31498225531098845,-0.05513303561564209,0.25984921969534636
14,0.25984921969534636,0.8923575449799712,1.0
15,1.0,0.7736970172490749,1.0
16,1.0,-0.8943597670894539,0.10564023291054614
17,0.10564023291054614,0.2944860307899819,0.40012626370052806
18,0.40012626370052806,0.22208258568426809,0.6222088493847961
19,0.6222088493847961,0.4173246349355819,1.0
20,1.0,0.6946631807766759,1.0
21,1.0,0.7806602189884224,1.0
22,1.0,0.5349738703675255,1.0
23,1.0,-0.22118798836139764,0.7788120116386024
24,0.7788120116386024,-0.3114171164470836,0.4673948951915188
25,0.4673948951915188,-0.08143720065523663,0.38595769453628215
26,0.38595769453628215,-0.7186142193404308,-0.33265652480414865
27,-0.33265652480414865,-0.3929429566576361,-0.7255994814617848
28,-0.7255994814617848,-0.30025209068361014,-1.0
29,-1.0,0.394177441526671,-0.605822558473329
30,-0.605822558473329,0.36892527668654784,-0.23689728178678116
31,-0.23689728178678116,0.5632815538692313,0.32638427208245013
32,0.32638427208245013,0.8586086468442582,1.0
33,1.0,0.5086527607051332,1.0
34,1.0,-0.0957880930864663,0.9042119069135337
35,0.9042119069135337,0.7753715356080944,1.0
36,1.0,0.29316871713827464,1.0
37,1.0,-0.7663011078322228,0.23369889216777717
38,0.23369889216777717,0.11576871309410608,0.34946760526188325
39,0.34946760526188325,-0.01738757071743402,0.33208003454444923
40,0.33208003454444923,0.8827766109714061,1.0
41,1.0,0.6580721518644679,1.0
42,1.0,-0.571138057775697,0.42886194222430296
43,0.42886194222430296,-0.10101075666624149,0.3278511855580615
44,0.3278511855580615,0.44784556861599367,0.7756967541740551
45,0.7756967541740551,0.25381248409936963,1.0
46,1.0,-0.6914359389278599,0.3085640610721401
47,0.3085640610721401,0.8780482239653016,1.0
48,1.0,-0.7767997130833622,0.22320028691663785
49,0.22320028691663785,0.9561504152632727,1.0
50,1.0,0.07689880849955921,1.0
51,1.0,0.7999007558916411,1.0
52,1.0,0.8822394901147319,1.0
53,1.0,-0.6010426762580878,0.3989573237419122
54,0.3989573237419122,-0.9636042925979245,-0.5646469688560123
55,-0.5646469688560123,0.1543030774655043,-0.410343891390508
56,-0.410343891390508,0.9455924741099151,0.5352485827194071
57,0.5352485827194071,-0.933038673447286,-0.39779009072787885
58,-0.39779009072787885,-0.17263688805136912,-0.570426978779248
59,-0.570426978779248,0.46823796772715687,-0.1021890110520911
60,-0.1021890110520911,0.7144258615068151,0.612236850454724
61,0.612236850454724,-0.43379439109285167,0.1784424593618723
62,0.1784424593618723,0.9417672193866284,1.0
63,1.0,0.4477254014172434,1.0
64,1.0,-0.7791241238256077,0.2208758761743923
65,0.2208758761743923,-0.3992233108324794,-0.1783474346580871
66,-0.1783474346580871,-0.1880406183935368,-0.3663880530516239
67,-0.3663880530516239,-0.49992359365113725,-0.8663116467027612
68,-0.8663116467027612,-0.8745062044541283,-1.0
69,-1.0,0.12036608123620707,-0.8796339187637929
70,-0.8796339187637929,0.8380519892857785,-0.04158192947801442
71,-0.04158192947801442,-0.9859962621711258,-1.0
72,-1.0,0.02742065200634114,-0.9725793479936589
73,-0.9725793479936589,-0.5752267237414832,-1.0
74,-1.0,0.12054572031121236,-0.8794542796887876
